reconciliation_owner_status,remittance_advice_remark_code,remittance_advice_remark_code_description,claim_adjustment_reason_code,claim_adjustment_reason_code_description,no_approved_resubmissions,list_approved_resubmissions,no_rejected_resubmissions,list_rejected_resubmissions,no_denied_resubmissions,list_denied_resubmissions,no_partially_denied_resubmissions,list_partially_denied_resubmissions,unworked_claims_count,unworked_claims_list
ATHELAS_RESPONSIBILITY,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),9,"{77966,79836,79839,79931,79942,79953,79988,523071,570911,null}",5,"{514593,514815,514839,549413,549434,null}",33,"{46431,49019,49022,78025,78027,78030,79822,79828,79829,79830,79834,79843,79846,79847,79849,79851,79855,79858,79896,79899,79907,79909,79915,79917,79919,79922,79924,79926,79957,79969,79970,79987,80000,null}",16,"{45326,58849,60564,77977,77978,79826,79895,79911,79936,79940,79983,329749,329757,330399,330400,330731,null}",0,""
NON_WORKABLE,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),1,"{548930,null}",1,"{511450,null}",10,"{47745,70209,78021,78024,79996,94534,138915,153651,153670,324764}",1,"{47745,null}",0,""
SITE_RESPONSIBILITY,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),5,"{138886,138975,138982,139079,479045,null}",0,{null},5,"{131554,138823,138852,138860,138865,null}",0,{null},0,""
ATHELAS_RESPONSIBILITY,M16,"Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision.",45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},1,"{54140,null}",2,"{287163,287270,null}",0,""
NON_WORKABLE,M16,"Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision.",45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},3,"{17009,42963,47204,null}",4,"{12834,17019,17042,50047}",0,{null},0,""
ATHELAS_RESPONSIBILITY,M25,"The information furnished does not substantiate the need for this level of service. If you believe the service should have been fully covered as billed, or if you did not know and could not reasonably have been expected to know that we would not pay for this level of service, or if you notified the patient in writing in advance that we would not pay for this level of service and he/she agreed in writing to pay, ask us to review your claim within 120 days of the date of this notice. If you do not request an appeal, we will, upon application from the patient, reimburse him/her for the amount you have collected from him/her in excess of any deductible and coinsurance amounts. We will recover the reimbursement from you as an overpayment.",45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),3,"{359968,359974,359979}",0,{null},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,M32,Alert: This is a conditional payment made pending a decision on this service by the patient's primary payer. This payment may be subject to refund upon your receipt of any additional payment for this service from another payer. You must contact this office immediately upon receipt of an additional payment for this service.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),2,"{238607,522768,null}",0,{null},13,"{139744,168702,227833,227835,238603,238613,305183,479381,494117,494335,530992,577711,577714}",2,"{479443,493707,null}",0,""
NON_WORKABLE,M32,Alert: This is a conditional payment made pending a decision on this service by the patient's primary payer. This payment may be subject to refund upon your receipt of any additional payment for this service from another payer. You must contact this office immediately upon receipt of an additional payment for this service.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},3,"{478955,479455,494007}",2,"{216899,494687,null}",0,""
ATHELAS_RESPONSIBILITY,M50,Missing/incomplete/invalid revenue code(s).,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},3,"{463163,463164,463165}",1,"{531224,null}",0,{null},0,""
ATHELAS_RESPONSIBILITY,M51,Missing/incomplete/invalid procedure code(s).,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),1,"{139737,null}",2,"{437669,535097}",0,{null},1,"{204263,null}",0,""
SITE_RESPONSIBILITY,M51,Missing/incomplete/invalid procedure code(s).,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},1,{42960},1,{138890},0,""
ATHELAS_RESPONSIBILITY,M54,Missing/incomplete/invalid total charges.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},4,"{463163,463164,463165,463170}",2,"{531224,531349,null}",0,{null},0,""
SITE_RESPONSIBILITY,M62,Missing/incomplete/invalid treatment authorization code.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},2,"{205189,235755}",0,{null},0,""
ATHELAS_RESPONSIBILITY,M64,Missing/incomplete/invalid other diagnosis.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},6,"{615746,615747,615749,615750,615751,615752}",0,{null},0,""
ATHELAS_RESPONSIBILITY,M77,Missing/incomplete/invalid/inappropriate place of service.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),6,"{295048,295120,295124,301893,321417,321421,null}",0,{null},1,"{249781,null}",1,"{401382,null}",0,""
NON_WORKABLE,M77,Missing/incomplete/invalid/inappropriate place of service.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},1,{294699},0,{null},0,""
ATHELAS_RESPONSIBILITY,M79,Missing/incomplete/invalid charge.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},4,"{463163,463164,463165,463170,null}",9,"{531224,531349,615746,615747,615748,615749,615750,615751,615752,null}",0,{null},0,""
ATHELAS_RESPONSIBILITY,M80,Not covered when performed during the same session/date as a previously processed service for the patient.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},1,"{437661,null}",0,{null},5,"{49026,58513,79803,155198,401382,null}",0,""
ATHELAS_RESPONSIBILITY,MA01,"Alert: If you do not agree with what we approved for these services, you may appeal our decision. To make sure that we are fair to you, we require another individual that did not process your initial claim to conduct the appeal. However, in order to be eligible for an appeal, you must write to us within 120 days of the date you received this notice, unless you have a good reason for being late.",45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},1,{78775},0,{null},0,""
NON_WORKABLE,MA01,"Alert: If you do not agree with what we approved for these services, you may appeal our decision. To make sure that we are fair to you, we require another individual that did not process your initial claim to conduct the appeal. However, in order to be eligible for an appeal, you must write to us within 120 days of the date you received this notice, unless you have a good reason for being late.",45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},2,"{103031,109861}",0,{null},0,""
